IATA,Name,City,Country_y,Alpha-2 code
GAJ,Yamagata Airport,Yamagata,Japan,JP
FKS,Fukushima Airport,Sukagawa,Japan,JP
AXT,Akita Airport,Akita,Japan,JP
MSJ,Misawa Air Base,Misawa,Japan,JP
KIJ,Niigata Airport,Niigata,Japan,JP
ONJ,Odate Noshiro Airport,Odate,Japan,JP
SDJ,Sendai Airport,Sendai,Japan,JP
SYO,Shonai Airport,Shonai,Japan,JP
HAC,Hachijojima Airport,Hachijojima,Japan,JP
OIM,Oshima Airport,Izu Oshima,Japan,JP
MYE,Miyakejima Airport,Miyakejima,Japan,JP
HND,Tokyo International Airport,Tokyo,Japan,JP
OKO,Yokota Air Base,Fussa,Japan,JP
KWJ,Gwangju Airport,Gwangju,Korea (the Republic of),KR
KUV,Kunsan Air Base,Kunsan,Korea (the Republic of),KR
RSU,Yeosu Airport,Yeosu,Korea (the Republic of),KR
QUN,A-306 Airport,Chun Chon City,Korea (the Republic of),KR
WJU,Wonju Airport,Wonju,Korea (the Republic of),KR
YNY,Yangyang International Airport,Sokcho / Gangneung,Korea (the Republic of),KR
CJU,Jeju International Airport,Jeju City,Korea (the Republic of),KR
CHF,Jinhae Airport,Jinhae,Korea (the Republic of),KR
PUS,Gimhae International Airport,Busan,Korea (the Republic of),KR
HIN,Sacheon Air Base,Sacheon,Korea (the Republic of),KR
USN,Ulsan Airport,Ulsan,Korea (the Republic of),KR
ICN,Incheon International Airport,Seoul,Korea (the Republic of),KR
GMP,Gimpo International Airport,Seoul,Korea (the Republic of),KR
KPO,Pohang Airport,Pohang,Korea (the Republic of),KR
TAE,Daegu Airport,Daegu,Korea (the Republic of),KR
HMY,Seosan Air Base,Seosan,Korea (the Republic of),KR
CJJ,Cheongju International Airport,Cheongju,Korea (the Republic of),KR
OKA,Naha Airport,Naha,Japan,JP
ISG,Ishigaki Airport,Ishigaki,Japan,JP
KJP,Kerama Airport,Kerama,Japan,JP
MMY,Miyako Airport,Miyako City,Japan,JP
AGJ,Aguni Airport,Aguni,Japan,JP
HTR,Hateruma Airport,Hateruma,Japan,JP
ENI,El Nido Airport,El Nido,Philippines (the),PH
SFS,Subic Bay International Airport,Olongapo City,Philippines (the),PH
CRK,Diosdado Macapagal International Airport,Angeles City,Philippines (the),PH
LAO,Laoag International Airport,Laoag City,Philippines (the),PH
DRP,Legazpi Bicol International Airport,Daraga,Philippines (the),PH
MNL,Ninoy Aquino International Airport,Manila,Philippines (the),PH
CYU,Cuyo Airport,Cuyo,Philippines (the),PH
SGL,Sangley Point Air Base,Cavite City,Philippines (the),PH
AAV,Allah Valley Airport,Surallah,Philippines (the),PH
CBO,Awang Airport,Cotabato City,Philippines (the),PH
DVO,Francisco Bangoy International Airport,Davao City,Philippines (the),PH
BXU,Bancasi Airport,Butuan City,Philippines (the),PH
DPL,Dipolog Airport,Dipolog City,Philippines (the),PH
MLP,Malabang Airport,Malabang,Philippines (the),PH
OZC,Labo Airport,Ozamiz City,Philippines (the),PH
PAG,Pagadian Airport,Pagadian City,Philippines (the),PH
GES,General Santos International Airport,General Santos,Philippines (the),PH
SUG,Surigao Airport,Surigao City,Philippines (the),PH
CDY,Cagayan de Sulu Airport,Mapun,Philippines (the),PH
IPE,Ipil Airport,Ipil,Philippines (the),PH
CGY,Laguindingan Intl,Laguindingan,Philippines (the),PH
ZAM,Zamboanga International Airport,Zamboanga City,Philippines (the),PH
IAO,Siargao Airport,Del Carmen,Philippines (the),PH
RZP,Cesar Lim Rodriguez Airport,Taytay Airport,Philippines (the),PH
TAG,Panglao Bohol International Airport,Panglao,Philippines (the),PH
BAG,Loakan Airport,Baguio City,Philippines (the),PH
DTE,Daet Airport,Daet,Philippines (the),PH
SJI,San Jose Airport,San Jose,Philippines (the),PH
WNP,Naga Airport,Naga,Philippines (the),PH
BSO,Basco Airport,Basco,Philippines (the),PH
BQA,Dr.Juan C. Angara Airport,Baler,Philippines (the),PH
TUG,Tuguegarao Airport,Tuguegarao City,Philippines (the),PH
VRC,Virac Airport,Virac,Philippines (the),PH
MRQ,Marinduque Airport,Gasan,Philippines (the),PH
CYZ,Cauayan Airport,Cauayan City,Philippines (the),PH
TAC,Daniel Z. Romualdez Airport,Tacloban City,Philippines (the),PH
BCD,Bacolod-Silay City International Airport,Bacolod City,Philippines (the),PH
CYP,Calbayog Airport,Calbayog City,Philippines (the),PH
DGT,Sibulan Airport,Dumaguete City,Philippines (the),PH
MPH,Godofredo P. Ramos Airport,Malay,Philippines (the),PH
CRM,Catarman National Airport,Catarman,Philippines (the),PH
ILO,Iloilo International Airport,Iloilo City,Philippines (the),PH
MBT,Moises R. Espinosa Airport,Masbate,Philippines (the),PH
KLO,Kalibo International Airport,Kalibo,Philippines (the),PH
CEB,Mactan Cebu International Airport,Lapu-Lapu City,Philippines (the),PH
OMC,Ormoc Airport,Ormoc City,Philippines (the),PH
PPS,Puerto Princesa Airport,Puerto Princesa City,Philippines (the),PH
RXS,Roxas Airport,Roxas City,Philippines (the),PH
EUQ,Evelio Javier Airport,San Jose,Philippines (the),PH
TBH,Romblon Airport,Romblon,Philippines (the),PH
USU,Francisco B. Reyes Airport,Coron,Philippines (the),PH
BPR,Borongan Airport,Borongan City,Philippines (the),PH
CCT,Colonia Catriel Airport,Colonia Catriel,Argentina,AR
COC,Comodoro Pierrestegui Airport,Concordia,Argentina,AR
GHU,Gualeguaychu Airport,Gualeguaychu,Argentina,AR
JNI,Junin Airport,Junin,Argentina,AR
PRA,General Urquiza Airport,Paraná,Argentina,AR
ROS,Islas Malvinas Airport,Rosario,Argentina,AR
SFN,Sauce Viejo Airport,Santa Fe,Argentina,AR
AEP,Jorge Newbery Airpark,Buenos Aires,Argentina,AR
LCM,La Cumbre Airport,La Cumbre,Argentina,AR
COR,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,AR
FDO,San Fernando Airport,San Fernando,Argentina,AR
LPG,La Plata Airport,La Plata,Argentina,AR
EPA,El Palomar Airport,El Palomar,Argentina,AR
MJR,Miramar Airport,Miramar,Argentina,AR
EZE,Ministro Pistarini International Airport,Ezeiza,Argentina,AR
RAF,Rafaela Airport,Rafaela,Argentina,AR
NCJ,Sunchales Aeroclub Airport,Sunchales,Argentina,AR
HOS,Chos Malal Airport,Chos Malal,Argentina,AR
CVH,Caviahue Airport,Lafontaine,Argentina,AR
GNR,Dr. Arturo H. Illia Airport,General Roca,Argentina,AR
RDS,Rincon De Los Sauces Airport,Rincon de los Sauces,Argentina,AR
APZ,Zapala Airport,Zapala,Argentina,AR
MDZ,El Plumerillo Airport,Mendoza,Argentina,AR
LGS,Comodoro D.R. Salomon Airport,Malargue,Argentina,AR
AFA,Suboficial Ay Santiago Germano Airport,San Rafael,Argentina,AR
CTC,Catamarca Airport,Catamarca,Argentina,AR
SDE,Vicecomodoro Angel D. La Paz Aragones Airport,Santiago del Estero,Argentina,AR
RHD,Las Termas Airport,Rio Hondo,Argentina,AR
IRJ,Capitan V A Almonacid Airport,La Rioja,Argentina,AR
TUC,Teniente Benjamin Matienzo Airport,San Miguel de Tucuman,Argentina,AR
UAQ,Domingo Faustino Sarmiento Airport,San Juan,Argentina,AR
CRR,Ceres Airport,Ceres,Argentina,AR
RCU,Area De Material Airport,Rio Cuarto,Argentina,AR
VDR,Villa Dolores Airport,Villa Dolores,Argentina,AR
VME,Villa Reynolds Airport,Villa Reynolds,Argentina,AR
RLO,Valle Del Conlara International Airport,Merlo,Argentina,AR
LUQ,Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,Argentina,AR
CNQ,Corrientes Airport,Corrientes,Argentina,AR
RES,Resistencia International Airport,Resistencia,Argentina,AR
FMA,Formosa Airport,Formosa,Argentina,AR
IGR,Cataratas Del Iguazu International Airport,Puerto Iguazu,Argentina,AR
AOL,Paso De Los Libres Airport,Paso de los Libres,Argentina,AR
MCS,Monte Caseros Airport,Monte Caseros,Argentina,AR
PSS,Libertador Gral D Jose De San Martin Airport,Posadas,Argentina,AR
PRQ,Termal Airport,Presidencia Roque Saenz Pena,Argentina,AR
SLA,Martin Miguel De Guemes International Airport,Salta,Argentina,AR
JUJ,Gobernador Horacio Guzman International Airport,San Salvador de Jujuy,Argentina,AR
ORA,Oran Airport,Oran,Argentina,AR
TTG,General Enrique Mosconi Airport,Tartagal,Argentina,AR
CLX,Clorinda Airport,Clorinda,Argentina,AR
ELO,El Dorado Airport,El Dorado,Argentina,AR
OYA,Goya Airport,Goya,Argentina,AR
LLS,Alferez Armando Rodriguez Airport,Las Lomitas,Argentina,AR
MDX,Mercedes Airport,Mercedes,Argentina,AR
RCQ,Reconquista Airport,Reconquista,Argentina,AR
UZU,Curuzu Cuatia Airport,Curuzu Cuatia,Argentina,AR
EHL,El Bolson Airport,El Bolson,Argentina,AR
CRD,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,AR
EMX,El Maiten Airport,El Maiten,Argentina,AR
EQS,Brigadier Antonio Parodi Airport,Esquel,Argentina,AR
LHS,Las Heras Airport,Las Heras,Argentina,AR
IGB,Cabo F.A.A. H. R. Bordon Airport,Ingeniero Jacobacci,Argentina,AR
OLN,Lago Musters Airport,Sarmiento,Argentina,AR
OES,Antoine De St Exupery Airport,San Antonio Oeste,Argentina,AR
MQD,Maquinchao Airport,Maquinchao,Argentina,AR
ARR,D. Casimiro Szlapelis Airport,Alto Rio Senguerr,Argentina,AR
SGV,Sierra Grande Airport,Sierra Grande,Argentina,AR
REL,Almirante Marco Andres Zar Airport,Rawson,Argentina,AR
VDM,Gobernador Castello Airport,Viedma / Carmen de Patagones,Argentina,AR
PMY,El Tehuelche Airport,Puerto Madryn,Argentina,AR
ING,Lago Argentino Airport,El Calafate,Argentina,AR
FTE,El Calafate Airport,El Calafate,Argentina,AR
PUD,Puerto Deseado Airport,Puerto Deseado,Argentina,AR
RGA,Hermes Quijada International Airport,Rio Grande,Argentina,AR
RGL,Piloto Civil N. Fernandez Airport,Rio Gallegos,Argentina,AR
USH,Malvinas Argentinas Airport,Ushuahia,Argentina,AR
ULA,Capitan D Daniel Vazquez Airport,San Julian,Argentina,AR
ROY,Rio Mayo Airport,Rio Mayo,Argentina,AR
PMQ,Perito Moreno Airport,Perito Moreno,Argentina,AR
GGS,Gobernador Gregores Airport,Gobernador Gregores,Argentina,AR
JSM,Jose De San Martin Airport,Chubut,Argentina,AR
RYO,28 De Noviembre Airport,El Turbio,Argentina,AR
RZA,Santa Cruz Airport,Santa Cruz,Argentina,AR
BHI,Comandante Espora Airport,Bahia Blanca,Argentina,AR
CSZ,Brigadier D.H.E. Ruiz Airport,Coronel Suarez,Argentina,AR
OVR,Olavarria Airport,Olavarria,Argentina,AR
GPO,General Pico Airport,General Pico,Argentina,AR
OYO,Tres Arroyos Airport,Tres Arroyos,Argentina,AR
SST,Santa Teresita Airport,Santa Teresita,Argentina,AR
MDQ,Astor Piazzola International Airport,Mar del Plata,Argentina,AR
NQN,Presidente Peron Airport,Neuquen,Argentina,AR
NEC,Necochea Airport,Necochea,Argentina,AR
PEH,Comodoro Pedro Zanni Airport,Pehuajo,Argentina,AR
RSA,Santa Rosa Airport,Santa Rosa,Argentina,AR
BRC,San Carlos De Bariloche Airport,San Carlos de Bariloche,Argentina,AR
TDL,Heroes De Malvinas Airport,Tandil,Argentina,AR
VLG,Villa Gesell Airport,Villa Gesell,Argentina,AR
CUT,Cutral-Co Airport,Cutral-Co,Argentina,AR
CPC,Aviador C. Campos Airport,Chapelco/San Martin de los Andes,Argentina,AR
CDJ,Conceicao do Araguaia Airport,Conceicao Do Araguaia,Brazil,BR
JTC,Bauru-Arealva Airport,Bauru,Brazil,BR
AQA,Araraquara Airport,Araraquara,Brazil,BR
AJU,Santa Maria Airport,Aracaju,Brazil,BR
AIF,Marcelo Pires Halzhausen Airport,Assis,Brazil,BR
AFL,Alta Floresta Airport,Alta Floresta,Brazil,BR
ARU,Aracatuba Airport,Aracatuba,Brazil,BR
AAX,Araxa Airport,Araxa,Brazil,BR
BEL,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,Brazil,BR
BGX,Comandante Gustavo Kraemer Airport,Bage,Brazil,BR
PLU,Pampulha - Carlos Drummond de Andrade Airport,Belo Horizonte,Brazil,BR
BFH,Bacacheri Airport,Curitiba,Brazil,BR
BJP,Aeroporto Estadual Arthur Siqueira Airport,Braganca Paulista,Brazil,BR
QAK,Major Brigadeiro Doorgal Borges Airport,Barbacena,Brazil,BR
BSB,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,BR
BAT,Chafei Amsei Airport,Barretos,Brazil,BR
BAU,Bauru Airport,Bauru,Brazil,BR
BVB,Atlas Brasil Cantanhede Airport,Boa Vista,Brazil,BR
BPG,Barra do Garcas Airport,Barra Do Garcas,Brazil,BR
BZC,Umberto Modiano Airport,Cabo Frio,Brazil,BR
CAC,Cascavel Airport,Cascavel,Brazil,BR
CFB,Cabo Frio Airport,Cabo Frio,Brazil,BR
CFC,Caçador Airport,Caçador,Brazil,BR
CNF,Tancredo Neves International Airport,Belo Horizonte,Brazil,BR
CGR,Campo Grande Airport,Campo Grande,Brazil,BR
XAP,Chapeco Airport,Chapeco,Brazil,BR
CLN,Brig. Lysias Augusto Rodrigues Airport,Carolina,Brazil,BR
CKS,Carajas Airport,Carajas,Brazil,BR
CCM,Forquilhinha - Criciuma Airport,Criciuma,Brazil,BR
CLV,Caldas Novas Airport,Caldas Novas,Brazil,BR
QNS,Canoas Airport,Porto Alegre,Brazil,BR
CAW,Bartolomeu Lisandro Airport,Campos Dos Goytacazes,Brazil,BR
CMG,Corumba International Airport,Corumba,Brazil,BR
CWB,Afonso Pena Airport,Curitiba,Brazil,BR
CRQ,Caravelas Airport,Caravelas,Brazil,BR
CXJ,Campo dos Bugres Airport,Caxias Do Sul,Brazil,BR
CGB,Marechal Rondon Airport,Cuiaba,Brazil,BR
CZS,Cruzeiro do Sul Airport,Cruzeiro Do Sul,Brazil,BR
BYO,Bonito Airport,Bonito,Brazil,BR
PPB,Presidente Prudente Airport,Presidente Prudente,Brazil,BR
MAO,Eduardo Gomes International Airport,Manaus,Brazil,BR
JCR,Jacareacanga Airport,Jacareacanga,Brazil,BR
ESI,Espinosa Airport,Espinosa,Brazil,BR
IGU,Cataratas International Airport,Foz Do Iguacu,Brazil,BR
FLN,Hercilio Luz International Airport,Florianopolis,Brazil,BR
FEN,Fernando de Noronha Airport,Fernando De Noronha,Brazil,BR
FOR,Pinto Martins International Airport,Fortaleza,Brazil,BR
GIG,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,Brazil,BR
GJM,Guajara-Mirim Airport,Guajara-Mirim,Brazil,BR
GYN,Santa Genoveva Airport,Goiania,Brazil,BR
GRU,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,Brazil,BR
GPB,Tancredo Thomas de Faria Airport,Guarapuava,Brazil,BR
GVR,Governador Valadares Airport,Governador Valadares,Brazil,BR
GUJ,Guaratingueta Airport,Guaratingueta,Brazil,BR
JHF,São Paulo Catarina Executive Airport,São Roque,Brazil,BR
ATM,Altamira Airport,Altamira,Brazil,BR
ITA,Itacoatiara Airport,Itacoatiara,Brazil,BR
ITB,Itaituba Airport,Itaituba,Brazil,BR
IOS,Bahia - Jorge Amado Airport,Ilheus,Brazil,BR
IPN,Usiminas Airport,Ipatinga,Brazil,BR
IMP,Prefeito Renato Moreira Airport,Imperatriz,Brazil,BR
JJD,Comandante Ariston Pessoa Airport,Jijoca de Jericoacoara (Cruz),Brazil,BR
JDF,Francisco de Assis Airport,Juiz De Fora,Brazil,BR
JPA,Presidente Castro Pinto Airport,Joao Pessoa,Brazil,BR
JDO,Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil,BR
JOI,Lauro Carneiro de Loyola Airport,Joinville,Brazil,BR
CPV,Presidente Joao Suassuna Airport,Campina Grande,Brazil,BR
VCP,Viracopos International Airport,Campinas,Brazil,BR
LEC,Chapada Diamantina Airport,Lencois,Brazil,BR
LAJ,Lages Airport,Lages,Brazil,BR
LIP,Lins Airport,Lins,Brazil,BR
LDB,Governador Jose Richa Airport,Londrina,Brazil,BR
LAZ,Bom Jesus da Lapa Airport,Bom Jesus Da Lapa,Brazil,BR
MAB,Maraba Airport,Maraba,Brazil,BR
MQH,Minacu Airport,Minacu,Brazil,BR
MEU,Monte Dourado Airport,Almeirim,Brazil,BR
MEA,Macae Airport,Macae,Brazil,BR
MGF,Regional de Maringa - Silvio Nane Junior Airport,Maringa,Brazil,BR
MOC,Mario Ribeiro Airport,Montes Claros,Brazil,BR
MII,Marilia Airport,Marilia,Brazil,BR
PLL,Ponta Pelada Airport,Manaus,Brazil,BR
MCZ,Zumbi dos Palmares Airport,Maceio,Brazil,BR
MCP,Alberto Alcolumbre Airport,Macapa,Brazil,BR
MVF,Dix-Sept Rosado Airport,Mossoro,Brazil,BR
SAO,Campo de Marte Airport,Sao Paulo,Brazil,BR
MNX,Manicore Airport,Manicore,Brazil,BR
NVT,Ministro Victor Konder International Airport,Navegantes,Brazil,BR
GEL,Santo Angelo Airport,Santo Angelo,Brazil,BR
OYK,Oiapoque Airport,Oiapoque,Brazil,BR
POA,Salgado Filho Airport,Porto Alegre,Brazil,BR
PHB,Prefeito Doutor Joao Silva Filho Airport,Parnaiba,Brazil,BR
POO,Pocos de Caldas Airport,Pocos De Caldas,Brazil,BR
PFB,Lauro Kurtz Airport,Passo Fundo,Brazil,BR
PMW,Brigadeiro Lysias Rodrigues Airport,Palmas,Brazil,BR
PET,Pelotas Airport,Pelotas,Brazil,BR
PNZ,Senador Nilo Coelho Airport,Petrolina,Brazil,BR
PNB,Porto Nacional Airport,Porto Nacional,Brazil,BR
PMG,Ponta Pora Airport,Ponta Pora,Brazil,BR
BPS,Porto Seguro Airport,Porto Seguro,Brazil,BR
PVH,Governador Jorge Teixeira de Oliveira Airport,Porto Velho,Brazil,BR
RBR,Placido de Castro Airport,Rio Branco,Brazil,BR
REC,Guararapes - Gilberto Freyre International Airport,Recife,Brazil,BR
SDU,Santos Dumont Airport,Rio De Janeiro,Brazil,BR
RAO,Leite Lopes Airport,Ribeirao Preto,Brazil,BR
SNZ,Santa Cruz Airport,Rio De Janeiro,Brazil,BR
NAT,Greater Natal International Airport,São Gonçalo do Amarante,Brazil,BR
SJK,Professor Urbano Ernesto Stumpf Airport,Sao Jose Dos Campos,Brazil,BR
SLZ,Marechal Cunha Machado International Airport,Sao Luis,Brazil,BR
RIA,Santa Maria Airport,Santa Maria,Brazil,BR
STM,Maestro Wilson Fonseca Airport,Santarem,Brazil,BR
CGH,Congonhas Airport,Sao Paulo,Brazil,BR
SJP,Sao Jose do Rio Preto Airport,Sao Jose Do Rio Preto,Brazil,BR
SSZ,Base Aerea de Santos Airport,Guaruja,Brazil,BR
SSA,Deputado Luiz Eduardo Magalhaes International Airport,Salvador,Brazil,BR
QHP,Base de Aviacao de Taubate Airport,Taubate,Brazil,BR
TMT,Trombetas Airport,Oriximina,Brazil,BR
UNA,Hotel Transamerica Airport,Una,Brazil,BR
TOW,Toledo Airport,Toledo,Brazil,BR
THE,Senador Petronio Portela Airport,Teresina,Brazil,BR
TFF,Tefe Airport,Tefe,Brazil,BR
TJL,Plinio Alarcom Airport,Tres Lagoas,Brazil,BR
TRQ,Tarauaca Airport,Tarauaca,Brazil,BR
TEC,Telemaco Borba Airport,Telemaco Borba,Brazil,BR
TBT,Tabatinga Airport,Tabatinga,Brazil,BR
TUR,Tucurui Airport,Tucurui,Brazil,BR
SJL,Sao Gabriel da Cachoeira Airport,Sao Gabriel Da Cachoeira,Brazil,BR
PAV,Paulo Afonso Airport,Paulo Afonso,Brazil,BR
URG,Rubem Berta Airport,Uruguaiana,Brazil,BR
UDI,Ten. Cel. Aviador Cesar Bombonato Airport,Uberlandia,Brazil,BR
UBA,Mario de Almeida Franco Airport,Uberaba,Brazil,BR
VDC,Glauber de Andrade Rocha Airport,Vitória da Conquista,Brazil,BR
VAG,Major Brigadeiro Trompowsky Airport,Varginha,Brazil,BR
BVH,Vilhena Airport,Vilhena,Brazil,BR
VIX,Eurico de Aguiar Salles Airport,Vitoria,Brazil,BR
QPS,Campo Fontenelle Airport,Pirassununga,Brazil,BR
IZA,Zona da Mata Regional Airport,Juiz De Fora,Brazil,BR
ZUD,Pupelde Airport,Ancud,Chile,CL
LOB,San Rafael Airport,Los Andes,Chile,CL
WAP,Alto Palena Airport,Alto Palena,Chile,CL
ARI,Chacalluta Airport,Arica,Chile,CL
WPA,Cabo 1° Juan Roman Airport,Puerto Aysen,Chile,CL
CPO,Desierto de Atacama Airport,Copiapo,Chile,CL
BBA,Balmaceda Airport,Balmaceda,Chile,CL
TOQ,Barriles Airport,Tocopilla,Chile,CL
DPB,Pampa Guanaco Airport,Bahia Inutil,Chile,CL
CCH,Chile Chico Airport,Chile Chico,Chile,CL
CJC,El Loa Airport,Calama,Chile,CL
YAI,Gral. Bernardo O´Higgins Airport,Chillan,Chile,CL
PUQ,Pdte. Carlos Ibanez del Campo Airport,Punta Arenas,Chile,CL
COW,Tambillos Airport,Coquimbo,Chile,CL
GXQ,Teniente Vidal Airport,Coyhaique,Chile,CL
IQQ,Diego Aracena Airport,Iquique,Chile,CL
SCL,Comodoro Arturo Merino Benitez International Airport,Santiago,Chile,CL
ESR,Ricardo Garcia Posada Airport,El Salvador,Chile,CL
ANF,Cerro Moreno Airport,Antofagasta,Chile,CL
WPR,Capitan Fuentes Martinez Airport Airport,Porvenir,Chile,CL
FRT,Frutillar Airport,Frutillar,Chile,CL
FFU,Futaleufu Airport,Futaleufu,Chile,CL
UGL,Union Glacier Blue-Ice Runway,Antartica,Antarctica,AQ
LSQ,Maria Dolores Airport,Los Angeles,Chile,CL
WPU,Guardiamarina Zanartu Airport,Puerto Williams,Chile,CL
LGR,Cochrane Airport,Cochrane,Chile,CL
CCP,Carriel Sur Airport,Concepcion,Chile,CL
IPC,Mataveri Airport,Isla De Pascua,Chile,CL
ZOS,Canal Bajo Carlos - Hott Siebert Airport,Osorno,Chile,CL
CPP,Coposa Airport,Pica,Chile,CL
VLR,Vallenar Airport,Vallenar,Chile,CL
ZLR,Municipal de Linares Airport,Linares,Chile,CL
PNT,Tte. Julio Gallardo Airport,Puerto Natales,Chile,CL
OVL,El Tuqui Airport,Ovalle,Chile,CL
ZPC,Pucon Airport,Pucon,Chile,CL
MHC,Mocopulli Airport,Dalcahue,Chile,CL
PUX,El Mirador Airport,Puerto Varas,Chile,CL
ZCO,La Araucanía Airport (Temuco),Freire,Chile,CL
CNR,Chanaral Airport,Chanaral,Chile,CL
VAP,Rodelillo Airport,Vina Del Mar,Chile,CL
QRC,De La Independencia Airport,Rancagua,Chile,CL
TNM,Teniente Rodolfo Marsh Martin Base,Isla Rey Jorge,Antarctica,AQ
SMB,Franco Bianco Airport,Cerro Sombrero,Chile,CL
LSC,La Florida Airport,La Serena-Coquimbo,Chile,CL
SSD,Victor Lafon Airport,San Felipe,Chile,CL
WCA,Gamboa Airport,Castro,Chile,CL
PMC,El Tepual Airport,Puerto Montt,Chile,CL
TLX,Panguilemo Airport,Talca,Chile,CL
WCH,Chaiten Airport,Chaiten,Chile,CL
ZIC,Victoria Airport,Victoria,Chile,CL
TTC,Las Breas Airport,Taltal,Chile,CL
ZAL,Pichoy Airport,Valdivia,Chile,CL
KNA,Vina del mar Airport,Vina Del Mar,Chile,CL
CPQ,Amarais Airport,Campinas,Brazil,BR
QCJ,Botucatu Airport,Botucatu,Brazil,BR
OLC,Senadora Eunice Micheles Airport,Sao Paulo De Olivenca,Brazil,BR
SOD,Sorocaba Airport,Sorocaba,Brazil,BR
QDC,Dracena Airport,Dracena,Brazil,BR
JLS,Jales Airport,Jales,Brazil,BR
QOA,Mococa Airport,Mococa,Brazil,BR
PBA,Fazenda Pontal Airport,Cairu,Brazil,BR
QGC,Lencois Paulista Airport,Lencois Paulista,Brazil,BR
QNV,Aeroclube Airport,Nova Iguacu,Brazil,BR
OUS,Ourinhos Airport,Ourinhos,Brazil,BR
OIA,Ourilandia do Norte Airport,Ourilandia Do Norte,Brazil,BR
QHB,Piracicaba Airport,Piracicaba,Brazil,BR
QIQ,Rio Claro Airport,Rio Claro,Brazil,BR
QVP,Avare-Arandu Airport,Avare,Brazil,BR
QRZ,Resende Airport,Resende,Brazil,BR
QSC,Sao Carlos Airport,Sao Carlos,Brazil,BR
UBT,Ubatuba Airport,Ubatuba,Brazil,BR
ITP,Itaperuna Airport,Itaperuna,Brazil,BR
QGS,Alagoinhas Airport,Alagoinhas,Brazil,BR
VOT,Votuporanga Airport,Votuporanga,Brazil,BR
ALT,Alenquer Airport,Alenquer,Brazil,BR
QGB,Limeira Airport,Limeira,Brazil,BR
ATF,Chachoan Airport,Ambato,Ecuador,EC
OCC,Francisco De Orellana Airport,Coca,Ecuador,EC
CUE,Mariscal Lamar Airport,Cuenca,Ecuador,EC
GPS,Seymour Airport,Baltra,Ecuador,EC
GYE,Simon Bolivar International Airport,Guayaquil,Ecuador,EC
IBB,General Villamil Airport,Isabela,Ecuador,EC
JIP,Jipijapa Airport,Jipijapa,Ecuador,EC
LTX,Cotopaxi International Airport,Latacunga,Ecuador,EC
MRR,Jose Maria Velasco Ibarra Airport,Macara,Ecuador,EC
XMS,Coronel E Carvajal Airport,Macas,Ecuador,EC
MCH,General Manuel Serrano Airport,Machala,Ecuador,EC
MEC,Eloy Alfaro International Airport,Manta,Ecuador,EC
LGQ,Nueva Loja Airport,Lago Agrio,Ecuador,EC
PYO,Putumayo Airport,Puerto Putumayo,Ecuador,EC
PVO,Reales Tamarindos Airport,Portoviejo,Ecuador,EC
UIO,Nuevo Aeropuerto Internacional Mariscal Sucre,Quito,Ecuador,EC
ETR,Coronel Artilleria Victor Larrea Airport,Santa Rosa,Ecuador,EC
SNC,General Ulpiano Paez Airport,Salinas,Ecuador,EC
SUQ,Sucua Airport,Sucua,Ecuador,EC
PTZ,Rio Amazonas Airport,Shell Mera,Ecuador,EC
SCY,San Cristobal Airport,San Cristobal,Ecuador,EC
BHA,Los Perales Airport,Bahia de Caraquez,Ecuador,EC
TSC,Taisha Airport,Taisha,Ecuador,EC
TPN,Tiputini Airport,Tiputini,Ecuador,EC
LOH,Camilo Ponce Enriquez Airport,La Toma (Catamayo),Ecuador,EC
ESM,General Rivadeneira Airport,Tachina,Ecuador,EC
TPC,Tarapoa Airport,Tarapoa,Ecuador,EC
TUA,Teniente Coronel Luis a Mantilla Airport,Tulcan,Ecuador,EC
PSY,Stanley Airport,Stanley,Falkland Islands (the) [Malvinas],FK
ASU,Silvio Pettirossi International Airport,Asuncion,Paraguay,PY
AYO,Juan De Ayolas Airport,Ayolas,Paraguay,PY
BFA,Bahia Negra Airport,Bahia Negra,Paraguay,PY
CIO,Teniente Col Carmelo Peralta Airport,Concepcion,Paraguay,PY
ENO,Encarnacion Airport,Encarnacion,Paraguay,PY
AGT,Guarani International Airport,Ciudad del Este,Paraguay,PY
FLM,Filadelfia Airport,Filadelfia,Paraguay,PY
ESG,Dr. Luis Maria Argana International Airport,Mariscal Estigarribia,Paraguay,PY
OLK,Fuerte Olimpo Airport,Fuerte Olimpo,Paraguay,PY
PIL,Carlos Miguel Gimenez Airport,Pilar,Paraguay,PY
PJC,Dr Augusto Roberto Fuster International Airport,Pedro Juan Caballero,Paraguay,PY
LVR,Municipal Bom Futuro Airport,Lucas do Rio Verde,Brazil,BR
FRC,Franca Airport,Franca,Brazil,BR
JUA,Juara Sul Airport,Juara,Brazil,BR
CFO,Confresa Airport,Confresa,Brazil,BR
NPR,Novo Progresso Airport,Novo Progresso,Brazil,BR
RIG,Rio Grande Airport,Rio Grande,Brazil,BR
ACR,Araracuara Airport,Araracuara,Colombia,CO
