IATA,Name,City,Country_y,Alpha-2 code
EKO,Elko Regional Airport,Elko,United States of America (the),US
EKX,Addington Field,Elizabethtown,United States of America (the),US
ELA,Eagle Lake Airport,Eagle Lake,United States of America (the),US
ELD,South Arkansas Regional At Goodwin Field,El Dorado,United States of America (the),US
ELK,Elk City Regional Business Airport,Elk City,United States of America (the),US
ELM,Elmira/Corning Regional Airport,Elmira/Corning,United States of America (the),US
ELN,Bowers Field,Ellensburg,United States of America (the),US
LYU,Ely Municipal Airport,Ely,United States of America (the),US
ELP,El Paso International Airport,El Paso,United States of America (the),US
ELY,Ely/Yelland Field,Ely,United States of America (the),US
ELZ,Wellsville Municipal/Tarantine Field,Wellsville,United States of America (the),US
EMM,Kemmerer Municipal Airport,Kemmerer,United States of America (the),US
EMP,Emporia Municipal Airport,Emporia,United States of America (the),US
EMT,San Gabriel Valley Airport,El Monte,United States of America (the),US
END,Vance Afb Airport,Enid,United States of America (the),US
ENL,Centralia Municipal Airport,Centralia,United States of America (the),US
ENV,Wendover Airport,Wendover,United States of America (the),US
ENW,Kenosha Regional Airport,Kenosha,United States of America (the),US
EOK,Keokuk Municipal Airport,Keokuk,United States of America (the),US
EOS,Neosho Hugh Robinson Airport,Neosho,United States of America (the),US
EPH,Ephrata Municipal Airport,Ephrata,United States of America (the),US
EDK,El Dorado/Capt Jack Thomas Memorial Airport,El Dorado,United States of America (the),US
ERI,Erie International/Tom Ridge Field,Erie,United States of America (the),US
ERR,Errol Airport,Errol,United States of America (the),US
ERV,Kerrville Municipal/Louis Schreiner Field,Kerrville,United States of America (the),US
ESC,Delta County Airport,Escanaba,United States of America (the),US
ESF,Esler Regional Airport,Alexandria,United States of America (the),US
ESN,Easton/Newnam Field,Easton,United States of America (the),US
EST,Estherville Municipal Airport,Estherville,United States of America (the),US
ESW,Easton State Airport,Easton,United States of America (the),US
ETB,West Bend Municipal Airport,West Bend,United States of America (the),US
ETN,Eastland Municipal Airport,Eastland,United States of America (the),US
EUF,Weedon Field,Eufaula,United States of America (the),US
EUG,Mahlon Sweet Field,Eugene,United States of America (the),US
EVM,Eveleth/Virginia Municipal Airport,Eveleth,United States of America (the),US
EVV,Evansville Regional Airport,Evansville,United States of America (the),US
EVW,Evanston-Uinta County Burns Field,Evanston,United States of America (the),US
EWB,New Bedford Regional Airport,New Bedford,United States of America (the),US
EWK,Newton-City-County Airport,Newton,United States of America (the),US
EWN,Coastal Carolina Regional Airport,New Bern,United States of America (the),US
EWR,Newark Liberty International Airport,Newark,United States of America (the),US
EYW,Key West International Airport,Key West,United States of America (the),US
WIB,Wilbarger County Airport,Vernon,United States of America (the),US
RGR,Ranger Municipal Airport,Ranger,United States of America (the),US
RBK,French Valley Airport,Murrieta/Temecula,United States of America (the),US
FAF,Felker Army Air Field,Fort Eustis,United States of America (the),US
FAM,Farmington Regional Airport,Farmington,United States of America (the),US
FAR,Hector International Airport,Fargo,United States of America (the),US
FAT,Fresno Yosemite International Airport,Fresno,United States of America (the),US
FAY,Fayetteville Regional/Grannis Field,Fayetteville,United States of America (the),US
FBG,Simmons Army Air Field,Fort Liberty,United States of America (the),US
FBL,Faribault Municipal-Liz Wall Strohfus Field,Faribault,United States of America (the),US
FBR,Fort Bridger Airport,Fort Bridger,United States of America (the),US
FBY,Fairbury Municipal Airport,Fairbury,United States of America (the),US
FCH,Fresno Chandler Executive Airport,Fresno,United States of America (the),US
FCM,Flying Cloud Airport,Minneapolis,United States of America (the),US
FCS,Butts Army Air Field (Fort Carson) Airport,Fort Carson,United States of America (the),US
FCY,Hutfly Airport,Forrest City,United States of America (the),US
FDK,Frederick Municipal Airport,Frederick,United States of America (the),US
FDR,Frederick Regional Airport,Frederick,United States of America (the),US
FDY,Findlay Airport,Findlay,United States of America (the),US
FEP,Albertus Airport,Freeport,United States of America (the),US
FET,Fremont Municipal Airport,Fremont,United States of America (the),US
FFA,First Flight Airport,Kill Devil Hills,United States of America (the),US
FFL,Fairfield Municipal Airport,Fairfield,United States of America (the),US
FFM,Fergus Falls Municipal/Einar Mickelson Field,Fergus Falls,United States of America (the),US
FFO,Wright-Patterson Afb Airport,Dayton,United States of America (the),US
FFT,Capital City Airport,Frankfort,United States of America (the),US
MSC,Falcon Field,Mesa,United States of America (the),US
FRD,Friday Harbor Airport,Friday Harbor,United States of America (the),US
FHU,Sierra Vista Municipal-Libby Army Air Field,Fort Huachuca Sierra Vista,United States of America (the),US
FKL,Venango Regional Airport,Franklin,United States of America (the),US
FKN,Franklin Regional Airport,Franklin,United States of America (the),US
FLD,Fond Du Lac County Airport,Fond Du Lac,United States of America (the),US
FLG,Flagstaff Pulliam Airport,Flagstaff,United States of America (the),US
FLL,Fort Lauderdale/Hollywood International Airport,Fort Lauderdale,United States of America (the),US
FLO,Florence Regional Airport,Florence,United States of America (the),US
FLP,Marion County Regional Airport,Flippin,United States of America (the),US
FLT,Flat Airport,Flat,United States of America (the),US
FLV,Sherman Army Air Field,Fort Leavenworth,United States of America (the),US
FLX,Fallon Municipal Airport,Fallon,United States of America (the),US
FME,Tipton Airport,Fort Meade (Odenton),United States of America (the),US
FMH,Cape Cod Coast Guard Air Station,Falmouth,United States of America (the),US
FMN,Four Corners Regional Airport,Farmington,United States of America (the),US
FMY,Page Field,Fort Myers,United States of America (the),US
FNL,Northern Colorado Regional Airport,Fort Collins/Loveland,United States of America (the),US
FNT,Bishop International Airport,Flint,United States of America (the),US
FOD,Fort Dodge Regional Airport,Fort Dodge,United States of America (the),US
FOE,Topeka Regional Airport,Topeka,United States of America (the),US
FOK,Francis S Gabreski Airport,Westhampton Beach,United States of America (the),US
FIL,Fillmore Municipal Airport,Fillmore,United States of America (the),US
FPR,Treasure Coast International Airport,Fort Pierce,United States of America (the),US
FPY,Perry-Foley Airport,Perry,United States of America (the),US
FRG,Republic Airport,Farmingdale,United States of America (the),US
FRH,French Lick Municipal Airport,French Lick,United States of America (the),US
FRI,Marshall Army Air Field,Fort Riley (Junction City),United States of America (the),US
FRM,Fairmont Municipal Airport,Fairmont,United States of America (the),US
FRR,Front Royal-Warren County Airport,Front Royal,United States of America (the),US
FSD,Joe Foss Field,Sioux Falls,United States of America (the),US
FSI,Henry Post Army Air Field (Fort Sill) Airport,Fort Sill,United States of America (the),US
FSK,Fort Scott Municipal Airport,Fort Scott,United States of America (the),US
FSM,Fort Smith Regional Airport,Fort Smith,United States of America (the),US
FST,Fort Stockton-Pecos County Airport,Fort Stockton,United States of America (the),US
FSU,Fort Sumner Municipal Airport,Fort Sumner,United States of America (the),US
FMS,Fort Madison Municipal Airport,Fort Madison,United States of America (the),US
FTK,Godman Army Air Field,Fort Knox,United States of America (the),US
FTW,Fort Worth Meacham International Airport,Fort Worth,United States of America (the),US
FTY,Fulton County Executive/Charlie Brown Field,Atlanta,United States of America (the),US
FUL,Fullerton Municipal Airport,Fullerton,United States of America (the),US
WFK,Northern Aroostook Regional Airport,Frenchville,United States of America (the),US
FWA,Fort Wayne International Airport,Fort Wayne,United States of America (the),US
FXE,Fort Lauderdale Executive Airport,Fort Lauderdale,United States of America (the),US
FXY,Forest City Municipal Airport,Forest City,United States of America (the),US
FYM,Fayetteville Municipal Airport,Fayetteville,United States of America (the),US
FYV,Drake Field,Fayetteville,United States of America (the),US
GAB,Gabbs Airport,Gabbs,United States of America (the),US
GAD,Northeast Alabama Regional Airport,Gadsden,United States of America (the),US
GAG,Gage Airport,Gage,United States of America (the),US
GAI,Montgomery County Airpark,Gaithersburg,United States of America (the),US
GBD,Great Bend Municipal Airport,Great Bend,United States of America (the),US
GBG,Galesburg Municipal Airport,Galesburg,United States of America (the),US
GBR,Walter J Koladza Airport,Great Barrington,United States of America (the),US
GCC,Northeast Wyoming Regional Airport,Gillette,United States of America (the),US
JDA,Grant County Regional/Ogilvie Field,John Day,United States of America (the),US
GCK,Garden City Regional Airport,Garden City,United States of America (the),US
GCN,Grand Canyon Ntl Park Airport,Grand Canyon,United States of America (the),US
GCY,Greeneville Municipal Airport,Greeneville,United States of America (the),US
GDM,Gardner Municipal Airport,Gardner,United States of America (the),US
GDV,Dawson Community Airport,Glendive,United States of America (the),US
GDW,Gladwin Zettel Memorial Airport,Gladwin,United States of America (the),US
GED,Delaware Coastal Airport,Georgetown,United States of America (the),US
GEG,Spokane International Airport,Spokane,United States of America (the),US
GEY,South Big Horn County Airport,Greybull,United States of America (the),US
GFD,Pope Field,Greenfield,United States of America (the),US
GFK,Grand Forks International Airport,Grand Forks,United States of America (the),US
GFL,Floyd Bennett Memorial Airport,Glens Falls,United States of America (the),US
GGE,Georgetown County Airport,Georgetown,United States of America (the),US
GGG,East Texas Regional Airport,Longview,United States of America (the),US
GGW,Wokal Field/Glasgow-Valley County Airport,Glasgow,United States of America (the),US
GHM,Centerville Municipal Airport,Centerville,United States of America (the),US
IDH,Idaho County Airport,Grangeville,United States of America (the),US
GIF,Winter Haven Regional Airport,Winter Haven,United States of America (the),US
